subject timepoint strain species_id relative_abundance strainFreq strainRelativeAbundance
XBA 582 strain4 Bacteroides_vulgatus_57955 0.209314240183 1 0.209314240183
XBA 582 strainUnknown Bacteroides_vulgatus_57955 0.209314240183 0 0
XBA 589 strain1 Bacteroides_vulgatus_57955 0.261234299592 0 0
XBA 589 strain2 Bacteroides_vulgatus_57955 0.261234299592 0 0
XBA 589 strain3 Bacteroides_vulgatus_57955 0.261234299592 0 0
XBA 589 strain4 Bacteroides_vulgatus_57955 0.261234299592 1 0.261234299592
XBA 589 strainUnknown Bacteroides_vulgatus_57955 0.261234299592 0 0
XBA 597 strain1 Bacteroides_vulgatus_57955 0.260295182682 0 0
XBA 597 strain2 Bacteroides_vulgatus_57955 0.260295182682 0.00149775336994508 0.000389857987042436
XBA 597 strain3 Bacteroides_vulgatus_57955 0.260295182682 0 0
XBA 597 strain4 Bacteroides_vulgatus_57955 0.260295182682 0.998502246630055 0.259905324694958
XBA 597 strainUnknown Bacteroides_vulgatus_57955 0.260295182682 0 0
XBA 610 strain1 Bacteroides_vulgatus_57955 0.231281382154 0 0
XBA 610 strain2 Bacteroides_vulgatus_57955 0.231281382154 0 0
XBA 610 strain3 Bacteroides_vulgatus_57955 0.231281382154 0 0
XBA 610 strain4 Bacteroides_vulgatus_57955 0.231281382154 1 0.231281382154
XBA 610 strainUnknown Bacteroides_vulgatus_57955 0.231281382154 0 0
XBA 617 strain1 Bacteroides_vulgatus_57955 0.181878129978 0 0
XBA 617 strain2 Bacteroides_vulgatus_57955 0.181878129978 0 0
XBA 617 strain3 Bacteroides_vulgatus_57955 0.181878129978 0 0
XBA 617 strain4 Bacteroides_vulgatus_57955 0.181878129978 1 0.181878129978
XBA 617 strainUnknown Bacteroides_vulgatus_57955 0.181878129978 0 0
XBA 625 strain1 Bacteroides_vulgatus_57955 0.188674197638 0 0
XBA 625 strain2 Bacteroides_vulgatus_57955 0.188674197638 0 0
XBA 625 strain3 Bacteroides_vulgatus_57955 0.188674197638 0 0
XBA 625 strain4 Bacteroides_vulgatus_57955 0.188674197638 1 0.188674197638
XBA 625 strainUnknown Bacteroides_vulgatus_57955 0.188674197638 0 0
XBA 641 strain1 Bacteroides_vulgatus_57955 0.220030943829 0 0
XBA 641 strain2 Bacteroides_vulgatus_57955 0.220030943829 0 0
XBA 641 strain3 Bacteroides_vulgatus_57955 0.220030943829 0 0
XBA 641 strain4 Bacteroides_vulgatus_57955 0.220030943829 1 0.220030943829
XBA 641 strainUnknown Bacteroides_vulgatus_57955 0.220030943829 0 0
XBA 650 strain1 Bacteroides_vulgatus_57955 0.106438005059 0 0
XBA 650 strain2 Bacteroides_vulgatus_57955 0.106438005059 0 0
XBA 650 strain3 Bacteroides_vulgatus_57955 0.106438005059 0 0
XBA 650 strain4 Bacteroides_vulgatus_57955 0.106438005059 1 0.106438005059
XBA 650 strainUnknown Bacteroides_vulgatus_57955 0.106438005059 0 0
XBA 653 strain1 Bacteroides_vulgatus_57955 0.0738003434631 0 0
XBA 653 strain2 Bacteroides_vulgatus_57955 0.0738003434631 0 0
XBA 653 strain3 Bacteroides_vulgatus_57955 0.0738003434631 0 0
XBA 653 strain4 Bacteroides_vulgatus_57955 0.0738003434631 1 0.0738003434631
XBA 653 strainUnknown Bacteroides_vulgatus_57955 0.0738003434631 0 0
XBA 677 strain1 Bacteroides_vulgatus_57955 0.278924732703 0 0
XBA 677 strain2 Bacteroides_vulgatus_57955 0.278924732703 0 0
XBA 677 strain3 Bacteroides_vulgatus_57955 0.278924732703 0 0
XBA 677 strain4 Bacteroides_vulgatus_57955 0.278924732703 1 0.278924732703
XBA 677 strainUnknown Bacteroides_vulgatus_57955 0.278924732703 0 0
XBA 698 strain1 Bacteroides_vulgatus_57955 0.119303415196 0 0
XBA 698 strain2 Bacteroides_vulgatus_57955 0.119303415196 0 0
XBA 698 strain3 Bacteroides_vulgatus_57955 0.119303415196 0 0
XBA 698 strain4 Bacteroides_vulgatus_57955 0.119303415196 1 0.119303415196
XBA 698 strainUnknown Bacteroides_vulgatus_57955 0.119303415196 0 0
XBA 705 strain1 Bacteroides_vulgatus_57955 0.228407211723 0 0
XBA 705 strain2 Bacteroides_vulgatus_57955 0.228407211723 0 0
XBA 705 strain3 Bacteroides_vulgatus_57955 0.228407211723 0 0
