subject timepoint strain species_id relative_abundance strainFreq strainRelativeAbundance
XBA 897 strain1 Bifidobacterium_longum_57796 0.0755999865778 0 0
XBA 897 strain2 Bifidobacterium_longum_57796 0.0755999865778 1 0.0755999865778
XBA 897 strainUnknown Bifidobacterium_longum_57796 0.0755999865778 0 0
XBA 898 strain1 Bifidobacterium_longum_57796 0.0509087196862 0 0
XBA 898 strain2 Bifidobacterium_longum_57796 0.0509087196862 1 0.0509087196862
XBA 898 strainUnknown Bifidobacterium_longum_57796 0.0509087196862 0 0
XBA 901 strain1 Bifidobacterium_longum_57796 0.123493551536 0 0
XBA 901 strain2 Bifidobacterium_longum_57796 0.123493551536 1 0.123493551536
XBA 901 strainUnknown Bifidobacterium_longum_57796 0.123493551536 0 0
XBA 907 strain1 Bifidobacterium_longum_57796 0.0638989024064 0 0
XBA 907 strain2 Bifidobacterium_longum_57796 0.0638989024064 1 0.0638989024064
XBA 907 strainUnknown Bifidobacterium_longum_57796 0.0638989024064 0 0
XBA 910 strain1 Bifidobacterium_longum_57796 0.00740012669222 0 0
XBA 910 strain2 Bifidobacterium_longum_57796 0.00740012669222 0 0
XBA 910 strainUnknown Bifidobacterium_longum_57796 0.00740012669222 0 0.00740012669222
XBB 1 strain1 Bifidobacterium_longum_57796 0.0104750376651 0 0
XBB 1 strain2 Bifidobacterium_longum_57796 0.0104750376651 1 0.0104750376651
XBB 1 strainUnknown Bifidobacterium_longum_57796 0.0104750376651 0 0
XBB 29 strain1 Bifidobacterium_longum_57796 0.0119593715143 0 0
XBB 29 strain2 Bifidobacterium_longum_57796 0.0119593715143 1 0.0119593715143
XBB 29 strainUnknown Bifidobacterium_longum_57796 0.0119593715143 0 0
XBB 34 strain1 Bifidobacterium_longum_57796 0.00325208552827 0 0
XBB 34 strain2 Bifidobacterium_longum_57796 0.00325208552827 1 0.00325208552827
XBB 34 strainUnknown Bifidobacterium_longum_57796 0.00325208552827 0 0
XBB 36 strain1 Bifidobacterium_longum_57796 0.00708131997122 0 0
XBB 36 strain2 Bifidobacterium_longum_57796 0.00708131997122 1 0.00708131997122
XBB 36 strainUnknown Bifidobacterium_longum_57796 0.00708131997122 0 0
XBB 64 strain1 Bifidobacterium_longum_57796 0.00581039853439 0 0
